t,x1,x2
0.0,0.5,-0.5
0.0015385798907608277,0.49961179676655354,-0.49965053264347625
0.0030771597815216554,0.4992241692015561,-0.4993013003719224
0.004615739672282483,0.49883711624245514,-0.4989523028893186
0.006154319563043311,0.4984506368289458,-0.49860353990000633
0.007692899453804139,0.4980647299029712,-0.4982550111086886
0.009231479344564966,0.497679394408722,-0.49790671622042937
0.010770059235325794,0.49729462929263685,-0.4975586549406544
0.012308639126086622,0.4969104335034021,-0.49721082697515034
0.01384721901684745,0.4965268059919518,-0.4968632320300655
0.015385798907608278,0.496143745711468,-0.49651586981190937
0.016924378798369104,0.4957612516173803,-0.4961687400275529
0.018462958689129932,0.4953793226673663,-0.4958218423842282
0.02000153857989076,0.49499795782135114,-0.49547517658952883
0.021540118470651588,0.4946171560415079,-0.4951287423514097
0.023078698361412416,0.4942369162922575,-0.49478253937818695
0.024617278252173243,0.4938572375402685,-0.4944365673785382
0.02615585814293407,0.49347811875445735,-0.4940908260615023
0.0276944380336949,0.49309955890598817,-0.49374531513647946
0.029233017924455727,0.49272155696827297,-0.49340003431323126
0.030771597815216555,0.4923441119169715,-0.4930549833018806
0.03231017770597738,0.4919672227299913,-0.49271016181291166
0.03384875759673821,0.49159088838748777,-0.49236556955717
0.03538733748749904,0.4912151078718639,-0.49202120624586254
0.036925917378259863,0.49083988016777064,-0.4916770715905575
0.038464497269020695,0.49046520426210666,-0.49133316530318444
0.04000307715978152,0.4900910791440184,-0.49098948709603435
0.04154165705054235,0.48971750380490014,-0.4906460366817593
0.043080236941303175,0.4893444772383939,-0.49030281377337304
0.04461881683206401,0.48897199844038947,-0.4899598180842504
0.04615739672282483,0.4886000664090244,-0.4896170493281276
0.04769597661358566,0.4882286801446842,-0.4892745072191023
0.04923455650434649,0.48785783865000193,-0.48893219147163336
0.05077313639510731,0.4874875409298585,-0.488590101800541
0.05231171628586814,0.4871177859913828,-0.4882482379210069
0.05385029617662897,0.4867485728439511,-0.48790659954857396
0.0553888760673898,0.48637990049918794,-0.4875651863991464
0.05692745595815062,0.48601176797096524,-0.48722399818898987
0.058466035848911455,0.48564417427540296,-0.48688303463473126
0.06000461573967228,0.4852771184308687,-0.4865422954533588
0.06154319563043311,0.4849105994579779,-0.4862017803622222
0.06308177552119394,0.48454461637959373,-0.48586148907903237
0.06462035541195477,0.48417916822082724,-0.48552142132186155
0.06615893530271559,0.48381425400903727,-0.48518157680914337
0.06769751519347642,0.4834498727738302,-0.4848419552596728
0.06923609508423725,0.4830860235470606,-0.4845025563926061
0.07077467497499808,0.4827227053628305,-0.48416337992746084
0.0723132548657589,0.4823599172574898,-0.48382442558411604
0.07385183475651973,0.4819976582696362,-0.483485693082812
0.07539041464728055,0.48163592744011524,-0.48314718214415026
0.07692899453804139,0.48127472381202013,-0.4828088924890939
0.07846757442880221,0.48091404643069197,-0.48247082383896717
0.08000615431956304,0.48055389434371953,-0.4821329759154557
0.08154473421032386,0.4801942666009395,-0.4817953484406064
0.0830833141010847,0.4798351622544363,-0.48145794113682766
0.08462189399184553,0.479476580358542,-0.4811207537268891
0.08616047388260635,0.4791185199698367,-0.4807837859339217
0.08769905377336717,0.4787609801471481,-0.4804470374814177
0.08923763366412801,0.47840395995155166,-0.4801105080932309
0.09077621355488884,0.4780474584463708,-0.47977419749357614
0.09231479344564966,0.47769147469717665,-0.4794381054070298
0.09385337333641049,0.4773360077717881,-0.47910223155852955
0.09539195322717132,0.4769810567402717,-0.4787665756733744
0.09693053311793215,0.476626620674942,-0.47843113747722454
0.09846911300869297,0.4762726986503612,-0.4780959166961018
0.1000076928994538,0.47591928974333936,-0.4777609130563891
0.10154627279021462,0.4755663930329343,-0.4774261262848308
0.10308485268097546,0.47521400760045157,-0.47709155610853254
0.10462343257173629,0.4748621325294446,-0.4767572022549613
0.10616201246249711,0.4745107669057145,-0.47642306445194554
0.10770059235325793,0.47415990981731015,-0.47608914242767486
0.10923917224401877,0.4738095603545284,-0.47575543591070024
0.1107777521347796,0.4734597176099138,-0.4754219446299341
0.11231633202554042,0.47311038067825845,-0.4750886683146501
0.11385491191630125,0.4727615486566026,-0.47475560669448325
0.11539349180706208,0.47241322064423397,-0.47442275949942986
0.11693207169782291,0.4720653909678665,-0.4740901263872803
0.11847065158858373,0.47171804548429713,-0.4737577068908801
0.12000923147934456,0.4713711827475344,-0.4734255007398461
0.1215478113701054,0.47102480211144476,-0.47309350767627967
0.12308639126086622,0.4706789029304335,-0.47276172744251904
0.12462497115162705,0.4703334845594451,-0.47243015978113906
0.12616355104238788,0.46998854635396303,-0.4720988044349512
0.1277021309331487,0.4696440876700098,-0.47176766114700397
0.12924071082390953,0.4693001078641469,-0.4714367296605822
0.13077929071467034,0.46895660629347496,-0.4711060097192077
0.13231787060543118,0.4686135823156336,-0.47077550106663885
0.13385645049619202,0.4682710352888015,-0.4704452034468708
0.13539503038695283,0.46792896457169625,-0.4701151166041354
0.13693361027771367,0.4675873695235747,-0.4697852402829013
0.1384721901684745,0.46724624950423266,-0.46945557422787376
0.14001077005923532,0.4669056038740048,-0.4691261181839948
0.14154934994999616,0.46656543199376516,-0.46879687189644303
0.14308792984075697,0.46622573322492644,-0.46846783511063406
0.1446265097315178,0.46588650692944067,-0.46813900757221993
0.14616508962227864,0.46554775246979885,-0.4678103890270895
0.14770366951303945,0.46520946920903095,-0.46748197922136836
0.1492422494038003,0.464871656510706,-0.4671537779014189
0.1507808292945611,0.4645343137389321,-0.4668257848138399
0.15231940918532194,0.4641974402583564,-0.46649799970546735
0.15385798907608278,0.463861035434165,-0.46617042232337347
0.1553965689668436,0.4635250986320832,-0.4658430524148675
0.15693514885760443,0.46318962921837514,-0.46551588972749536
0.15847372874836527,0.4628546265598442,-0.4651889340090395
0.16001230863912608,0.46252009002383265,-0.4648621850075193
0.16155088852988692,0.4621860189782218,-0.4645356424711907
0.16308946842064773,0.46185241279143213,-0.46420930614854655
0.16462804831140856,0.461519270832423,-0.46388317578831617
0.1661666282021694,0.46118659247069294,-0.46355725113946566
0.1677052080929302,0.4608543770762794,-0.46323153195119804
0.16924378798369105,0.460522624019759,-0.4629060179729528
0.1707823678744519,0.4601913326722473,-0.4625807089544062
0.1723209477652127,0.459860502405399,-0.4622556046454713
0.17385952765597354,0.4595301325914076,-0.4619307047962978
0.17539810754673435,0.45920022260300597,-0.4616060091572721
0.1769366874374952,0.45887077181346575,-0.46128151747901747
0.17847526732825603,0.45854177959659775,-0.46095722951239365
0.18001384721901684,0.4582132453267518,-0.4606331450084972
0.18155242710977768,0.45788516837881676,-0.46030926371866154
0.18309100700053849,0.4575575481282205,-0.45998558539445655
0.18462958689129932,0.4572303839509301,-0.45966210978768907
0.18616816678206016,0.4569036752234513,-0.4593388366504024
0.18770674667282097,0.4565774213228293,-0.4590157657348768
0.1892453265635818,0.4562516216266481,-0.45869289679362907
0.19078390645434265,0.4559262755130308,-0.45837022957941276
0.19232248634510346,0.45560138236063946,-0.4580477638452183
0.1938610662358643,0.4552769415486754,-0.45772549934427254
0.1953996461266251,0.4549529524568786,-0.4574034358300393
0.19693822601738595,0.4546294144655285,-0.4570815730562189
0.1984768059081468,0.4543063269554434,-0.4567599107767486
0.2000153857989076,0.4539836893079805,-0.45643844874580225
0.20155396568966844,0.4536615009050362,-0.4561171867177904
0.20309254558042925,0.45333976112904595,-0.45579612444736034
0.20463112547119008,0.4530184693629841,-0.45547526168939606
0.20616970536195092,0.45269762499036426,-0.4551545981990183
0.20770828525271173,0.45237722739523883,-0.45483413373158454
0.20924686514347257,0.45205727596219947,-0.45451386804268884
0.2107854450342334,0.45173777007637667,-0.45419380088816214
0.21232402492499422,0.4514187091234401,-0.45387393202407195
0.21386260481575506,0.45110009248959854,-0.4535542612067226
0.21540118470651587,0.4507819195615995,-0.45323478819265506
0.2169397645972767,0.4504641897267299,-0.4529155127386471
0.21847834448803755,0.45014690237281546,-0.4525964346017131
