X,Y,Z
5.742571892752064,11.372847935184234,7.318695488505302
6.305599496995281,12.446758235763951,7.776624244409817
6.919715370872148,13.597495733326273,8.354090322598772
7.58749340711756,14.820961807687802,9.072222582975467
8.310840247174584,16.108896053241548,9.954836147459178
9.09064582778128,17.447511832834696,11.028158466761916
9.926332428286623,18.815886718745308,12.32016574746483
10.81528785733249,20.184160323668845,13.859355459231594
11.752175103966126,21.511670132398432,15.672747687575697
12.728124606809356,22.745273708338267,17.78289689098739
13.729839516962247,23.8182665861762,20.20373308698487
14.738682223883643,24.650498855785443,22.935176649336174
15.729863887073822,25.150482086082985,25.9567306316435
16.67192570697474,25.220380755710906,29.220687747216743
17.526771211848356,24.764664793823677,32.64619254989924
18.250560570045888,23.70269060760266,36.11607355502989
18.795773573801565,21.984434781456425,39.4788521663002
19.11463969456705,19.60705137159266,42.558227358201485
19.16388086226961,16.628228152440634,45.17115851972471
18.910315591286714,13.171285509524726,47.15320812517215
18.336412583110516,9.417640552103455,48.386520899114764
17.44453538000981,5.585307563178685,48.823071102366384
16.2586125983267,1.8969664818899958,48.495453493577685
14.822447986683029,-1.454279566719915,47.51066183182621
13.194775231342735,-4.331694472932775,46.02815101728616
11.442128260915183,-6.667151533301386,44.22917630741322
9.631200281493527,-8.457443186752652,42.286867576092284
7.822335934668909,-9.748865585090334,40.34466448205348
6.0652157826929844,-10.617018055033409,38.50621774664696
4.396992398920345,-11.148072651416797,36.83544021867779
2.8424858938866304,-11.425085559729043,35.36298190573747
1.4157287485250631,-11.520126426171766,34.09521260951803
0.12214323105538027,-11.49121683910672,33.022913198249135
-1.0391927759608297,-11.382439819189102,32.12826643609429
-2.073517480283657,-11.225714774420904,31.389798156794214
-2.9887372096973817,-11.043169569349233,30.785504030747436
-3.794180445662567,-10.849486478211173,30.29460857464329
-4.499711048917428,-10.653930023585449,29.89840144039723
-5.11513294638423,-10.461968143983233,29.580506801735176
-5.64981646614413,-10.276503438408001,29.326836866395347
-6.112485163370517,-10.098774556267447,29.125391466698513
-6.511114102660209,-9.928997424272989,28.96600045735397
-6.8529024348214875,-9.766810058019724,28.840062130035808
-7.1442931971413115,-9.611573319276289,28.740303770838608
-7.391021209354809,-9.462568114145324,28.660574649070217
-7.598175899833861,-9.319119220587469,28.59567307469447
-7.770270231909222,-9.18066774037836,28.54120486339808
-7.911309982756135,-9.04680798258031,28.49346875956191
-8.024859782738552,-8.917300059517503,28.44936394902025
-8.114103810416447,-8.792066232099275,28.406315069895385
-8.18190005258473,-8.671176743209605,28.36221071585128
-8.230827721647218,-8.554829257026805,28.315352111274294
-8.263227875185176,-8.443324875460974,28.264409313000595
-8.281237575212756,-8.337042882649913,28.208382906022113
-8.286818105956472,-8.23641577030959,28.14656968972113
-8.281777872391784,-8.141905649020838,28.078531291331103
-8.267790650054689,-8.053982805422267,28.00406499732723
-8.246409865591447,-7.973106891899098,27.923176368075552
-8.219079568222213,-7.8997110145422305,27.836053404921255
-8.187142712854214,-7.834188805495721,27.743042181401528
-8.151847322118366,-7.776884420761258,27.644623941131204
-8.114351031982656,-7.728085290291991,27.54139371376577
-8.075724457813589,-7.688017361308856,27.434040516570658
-8.036953748163116,-7.656842516120386,27.323329201163613
-7.998942624958843,-7.634657810088989,27.210083980722867
-7.962514143471858,-7.621496161155435,27.09517363907788
-7.928412345240216,-7.617328126506166,26.979498385145305
-7.8973039233668105,-7.62206442125662,26.863978278434136
-7.869779973155792,-7.635558865031574,26.749543116924002
-7.84635786234337,-7.657611481738521,26.63712364953814
-7.827483224282886,-7.687971522599619,26.52764395278222
-7.8135320541145585,-7.726340229971309,26.42201479526049
-7.804812871700234,-7.772373207453103,26.321127804532303
-7.801568905275521,-7.825682308589831,26.225850247609987
-7.803980245606952,-7.885837000919414,26.137020238619645
-7.812165921138198,-7.952365203467998,26.055442194008968
-7.8261858493711784,-8.024753633669782,25.98188236651851
-7.8460426278010384,-8.102447733988278,25.91706430340318
-7.871683138419763,-8.184851279313065,25.86166409174978
-7.902999952509093,-8.271325793652442,25.816305274028206
-7.939832536623428,-8.361189928872413,25.781553340265013
-7.981968275848327,-8.453718979280962,25.757909729612773
-8.02914334619159,-8.548144723586343,25.745805303878676
-8.081043483931065,-8.643655799804309,25.745593289071905
-8.13730471551839,-8.739398828421026,25.75754171848017
-8.197514126808652,-8.83448050362246,25.781825452293763
-8.261210764490034,-8.927970870491729,25.81851789421387
-8.327886775090203,-9.01890799633544,25.867582574305096
-8.396988897214726,-9.10630422515625,25.928864818607998
-8.467920430008878,-9.189154174132483,26.002083778178083
-8.540043804421238,-9.266444588313277,26.086825141083047
-8.612683882810442,-9.337166113436826,26.18253489760854
-8.68513210587308,-9.400326976251831,26.288514567968857
-8.756651592910956,-9.45496847723399,26.403918329094516
-8.82648328134326,-9.500182103521155,26.5277524880896
-8.89385316356105,-9.535127962984706,26.658877740138337
-8.957980643503415,-9.559054127890787,26.796014613720157
-9.018087991942153,-9.571316364465437,26.937752442499423
-9.073410829194481,-9.57139762024844,27.082562109100756
-9.123209508299876,-9.558926552989941,27.228812681038953
-9.166781212768882,-9.5336943222703,27.37479190571836
-9.203472523719023,-9.495668837174916,27.518730354915892
-9.232692155064612,-9.445005668353483,27.65882881782421
-9.253923506393498,-9.382054896642034,27.79328834673638
-9.266736645418352,-9.30736328594743,27.920342174286507
-9.27079930947126,-9.221671334014292,28.038288560646638
-9.265886511925563,-9.125904965058115,28.145523508051568
-9.251888357238819,-9.021161872303304,28.240572211751992
-9.228815708745268,-8.908692781130437,28.322118111056568
-9.196803415983785,-8.78987816648523,28.389028466923882
-9.15611089103393,-8.666201201485173,28.44037552328204
-9.107119922079054,-8.539217918221645,28.475452501375948
-9.050329721693313,-8.410525709566597,28.493783917559362
-8.986349320480642,-8.281731379819115,28.49512998780134
-8.915887526414489,-8.154419955726642,28.479485166367713
-8.839740769345704,-8.030125398030188,28.44707114028199
-8.758779232214152,-7.910304214194401,28.398324845180397
-8.673931730412177,-7.796312778236047,28.333882265360074
-8.586169835194564,-7.689388930696399,28.254558919490734
-8.496491744744748,-7.590638180231324,28.161328007849225
-8.405906388293406,-7.50102457756014,28.055297207330042
-8.31541820722008,-7.421366100301035,27.937685052620495
-8.226012996528176,-7.35233418777824,27.80979774581284
-8.138645115653183,-7.294456908049583,27.673007105092655
-8.054226294892823,-7.248125130238997,27.528730209817255
-7.973616178427441,-7.213601014297392,27.378411137681905
-7.897614662014436,-7.191028114243517,27.22350503153361
-7.826956007237344,-7.180442413580488,27.065464588059456
-7.762304647871659,-7.181783665009324,26.90572893454716
-7.7042525495854255,-7.194906482133192,26.74571475685501
-7.653317942840202,-7.2195907201359315,26.586809462762243
-7.609945220569775,-7.2555507778875095,26.430366109072374
-7.574505776301548,-7.302443549371724,26.27769978581164
-7.547299553608566,-7.359874843086958,26.130085133314985
-7.528557082556405,-7.427404171042267,25.988754664271703
-7.5184417914049915,-7.504547882502402,25.854897569326884
-7.517052400514732,-7.59078068129355,25.729658698398893
-7.524425228592614,-7.685535619792498,25.614137427862573
-7.540536267712603,-7.7882027088920305,25.50938614424771
-7.565302911830545,-7.898126322884787,25.41640809693475
-7.598585252935969,-8.014601613128352,25.33615439503508
-7.640186888955207,-8.136870176296917,25.269519947424218
-7.689855217689378,-8.26411525351638,25.217338170540316
-7.747281221272078,-8.395456766864573,25.180374317344302
-7.812098775831328,-8.529946530218476,25.159317314421102
-7.883883551270043,-8.666564002221653,25.154770034502803
-7.962151596365204,-8.804212979445076,25.167237980747505
-8.04635773467319,-8.941719655987765,25.197116418884516
-8.135893926804648,-9.077832499250857,25.244676065533294
-8.23008778404927,-9.21122440690642,25.31004752677779
-8.328201446334985,-9.340497612732747,25.393204780737886
-8.42943106297476,-9.464191793758998,25.493948110530035
-8.532907136053185,-9.580795792246654,25.611887017171863
-8.63769600167253,-9.688763297452942,25.74642377122791
-8.742802731250572,-9.786532728285701,25.89673839061744
-8.847175730954085,-9.872551414433287,26.06177595086427
-8.949713299302005,-9.945303987975606,26.24023723160493
-9.049272368169365,-10.00334467061507,26.43057376576333
-9.144679598413935,-10.0453328784625,26.630988370513688
-9.234744926418792,-10.070071276859423,26.83944218696285
-9.318277561462855,-10.076545117848434,27.05366912497037
-9.394104317101412,-10.063961404255032,27.271198390991643
-9.461090025816775,-10.03178617362744,27.489385466647075
-9.518159640597842,-9.97977801257659,27.70545150862082
-9.564321477795717,-9.908015828079266,27.91653067140525
-9.598690912824072,-9.816918944720634,28.119724339369494
-9.620513716013727,-9.70725778598993,28.312160730319178
-9.629188123011348,-9.580153742253664,28.491057844260638
-9.62428468493558,-9.437067321214466,28.65378732806234
-9.605562948563469,-9.279774294315569,28.79793655755005
-9.572984083138678,-9.110330253047342,28.92136614400714
-9.526718700129544,-8.931024716203638,29.022260178545874
-9.467149301736953,-8.744326617448094,29.099166842203083
-9.394867033308067,-8.55282358524706,29.15102751604967
-9.310662688501967,-8.359157844744933,29.17719318571572
-9.215512204126263,-8.165961779583462,29.17742769128695
-9.110557161671982,-7.975796169202316,29.15189815723443
-8.997081062425016,-7.791093867451203,29.101153675468467
-8.876482342927634,-7.614111239972921,29.026093941693517
-8.750245232632162,-7.446889080016917,28.927930009702088
-8.619909617370638,-7.291224037780628,28.808139599480285
-8.487041059411638,-7.14865089434544,28.668419465550837
-8.353202042905018,-7.020435350911586,28.51063721639991
-8.219925373705674,-6.907576439010319,28.336784706449084
-8.088690480236139,-6.810817223080048,28.14893474269543
-7.96090315452053,-6.730662180495078,27.949202407239778
-7.837879057117984,-6.667399505854597,27.739711840893868
-7.720831101991646,-6.621126581906788,27.52256890132713
-7.61086064998316,-6.591776964844636,27.29983973106317
-7.508952281469308,-6.5791474175915186,27.0735349640535
-7.415971795081529,-6.582923760869323,26.84559907179321
-7.332666991660309,-6.602704570498605,26.617904199276513
-7.259670749544139,-6.638022007366393,26.392247759226937
-7.197505875326364,-6.688359306441272,26.170353027664632
-7.146591218437854,-6.753164661708428,25.953872000970957
-7.107248562764912,-6.831861418987952,25.744389820292035
-7.079709848387216,-6.923854626876945,25.54343013092869
-7.064124326236189,-7.02853409956133,25.352460812010946
-7.060565303568703,-7.145274218391088,25.17289957746224
-7.069036195050941,-7.2734307477379225,25.00611900770514
-7.089475650319639,-7.412334971242617,24.85345061967923
-7.121761582411937,-7.5612854736733155,24.716187619394155
-7.165713971538074,-7.719537907497056,24.59558600687754
-7.221096365133972,-7.886293097576259,24.492863719736498
-7.287616038378201,-8.060683857054899,24.40919751142308
-7.364922820245871,-8.241760916548365,24.34571726735483
-7.45260662987612,-8.42847841027577,24.30349747075834
-7.550193807916085,-8.619679418740816,24.28354554567334
-7.657142368998558,-8.814082138638,24.286786832858038
-7.772836345962502,-9.01026733592408,24.314046001857808
-7.89657944495866,-9.206667834627893,24.36602477616336
-8.027588283925583,-9.401560896841989,24.443275955260518
-8.164985545217224,-9.59306445058064,24.546173864181252
-8.307793435753565,-9.779138210821369,24.674881553536366
-8.454927913260345,-9.957590800739492,24.829315314460615
-8.60519420200826,-10.126093997251237,25.0091073635083
-8.757284181532558,-10.2822051770224,25.213567887356113
-8.909776281081543,-10.423398903881882,25.44164800450672
-9.061138543361576,-10.5471083541241,25.691905580940457
-9.209735524437829,-10.650776903605442,25.96247619906769
-9.35383966235459,-10.731919687882726,26.251051884545856
-9.491647664907404,-10.788194293501252,26.554870394588516
-9.62130232776679,-10.817478961013165,26.870717909144275
-9.740919991091427,-10.817955815497589,27.194947786648736
-9.848623573532043,-10.78819574933167,27.52351759966401
-9.942580791112006,-10.727240749841576,27.8520459200671
-10.021046786984963,-10.634678796274235,28.175889273742065
-10.08240998791389,-10.510706061896512,28.49023836426249
-10.125239595312152,-10.35617115947456,28.790231152333746
-10.148332751728393,-10.172596650349226,29.071078797735595
-10.150759141590477,-9.962174043418313,29.328198987364594
-10.131900631773261,-9.727730022855708,29.55734997344831
-10.091483570881506,-9.47266357082842,29.75475791379927
-10.029601570876197,-9.20085582854034,29.91722999073965
-9.946726996642612,-8.916556740986403,30.042246371699928
-9.843709971076992,-8.624254502384709,30.12802535831458
-9.721764424207763,-8.328535312977403,30.173557949141824
-9.582441513084726,-8.033941776408419,30.178610320279326
-9.427591539417095,-7.74483829890554,30.143695150324827
-9.25931621536594,-7.465291093293566,30.070014999858653
-9.079913703158702,-7.198968947818211,29.959382841921357
-8.891819227624653,-6.949068987179071,29.814126134115874
-8.697544203580096,-6.718269480900602,29.63698142288234
-8.499616731312146,-6.508709603232011,29.430986376089106
-8.300526018504133,-6.321994149754824,29.199375443155557
-8.102672831629203,-6.159219737538599,28.945484200626783
-7.908327522220143,-6.021018048711681,28.672666046257287
-7.719596574869296,-5.907611234155769,28.384223445821203
-7.538398040797944,-5.818874621850752,28.083354575087785
-7.366445698903225,-5.754402275976912,27.773115050242197
-7.2052413566105935,-5.713571609840035,27.456393567858697
-7.056074381933538,-5.695604049207476,27.135899697287556
-6.920027348660931,-5.699619568809304,26.814161763572386
-6.797986570675769,-5.724683703392881,26.493532682808357
-6.6906562839474795,-5.769846312273259,26.17620170730378
-6.598575286780058,-5.834171924227333,25.8642102466419
-6.522134950524785,-5.916761899827728,25.559470200178442
-6.46159764545508,-6.016768927881585,25.263783523981683
-6.4171147736977305,-6.133404537991723,24.978862029385308
-6.38874375012713,-6.265940383657913,24.706346650673147
-6.3764634134802085,-6.413704052327306,24.447825614636166
-6.3801874773649185,-6.5760701118697735,24.204851090591415
-6.399775740815404,-6.7524470262165135,23.978953996622565
-6.435042869355515,-6.9422604826055245,23.77165669007451
-6.4857646306805155,-7.144933582436701,23.584483283163852
-6.551681525856134,-7.359864268094678,23.418967304121445
-6.632499800079988,-7.586400298243036,23.276656376925718
-6.727889849896293,-7.823812051618098,23.159113524821937
-6.837482070068473,-8.071263440910425,23.067914621055795
-6.960860207152669,-8.327781259967098,23.004641421761217
-7.097552312434112,-8.592223374844638,22.970869529044684
-7.247019418675165,-8.863246307132808,22.968150557100948
-7.4086421075209286,-9.139272950306873,22.997987723247846
-7.581705191799523,-9.418461408562631,23.06180407474561
-7.765380813475834,-9.69867625132325,23.16090261035302
-7.958710357260576,-9.977463829051073,23.296417685525
-8.160585704439626,-10.25203368358496,23.469257327732283
-8.369730502354159,-10.519248485567136,23.680036460856392
-8.584682300675457,-10.775625306737746,23.929001571015164
-8.803776601281687,-11.017351335264205,24.21594806094938
-9.025134074679938,-11.240317301102047,24.540132444925714
-9.24665239732215,-11.440171813742833,24.900182619904932
-9.466004338964218,-11.612399433694574,25.294010671314023
-9.680643848437255,-11.752424506622951,25.718733954330368
-9.887821914255824,-11.855741502673327,26.170611408924184
-10.084613873097574,-11.918070773651884,26.645003044418395
-10.267959563153005,-11.935536276877997,27.136361048545858
-10.434717234525504,-11.904859012416168,27.638260792473258
-10.58173141231457,-11.823556885723836,28.143478879788525
-10.705913959655497,-11.690138767173977,28.64412314269035
-10.804336440407345,-11.50427811005158,29.131816057063254
-10.87433060737177,-11.266950114259398,29.597928540925007
-10.913592558060532,-10.980516580707066,30.033855851292557
-10.920284960325185,-10.648744674071652,30.43132186898007
-10.893130931699831,-10.276749950935608,30.78269321558001
-10.83149283362341,-9.870860036025594,31.081281224176692
-10.735429553863629,-9.438402680684856,31.321608555617757
-10.605726866545751,-8.987429707334556,31.499618731596183
-10.443897150624633,-8.526395406217647,31.612811145836314
-10.252146976183933,-8.063813171838023,31.660290815494967
-10.033313595749343,-7.607916645959336,31.64273037201015
-9.790773900770342,-7.166350917828358,31.56225036394886
-9.528331602476143,-6.745915529736473,31.42223156954391
-9.250089995202176,-6.35237480228834,31.227078595652298
-8.960318475910793,-5.990343379951713,30.981956885812455
-8.663320966314885,-5.663247112369048,30.692525213501767
-8.363313580920302,-5.373352539900744,30.364683148935143
-8.064317476818346,-5.12185314756111,30.004348587683783
-7.770071043892622,-4.908997582632554,29.61727512386129
-7.483963697766615,-4.7342441807070035,29.208913720271845
-7.208991746060654,-4.596427074937469,28.78431847024567
-6.947735278948336,-4.493921350405254,28.34809269281839
-6.702353886094028,-4.424797578078818,27.904369313413532
-6.4745982552925065,-4.386959109336756,27.456818390815332
-6.265834340696931,-4.378258345234729,27.00867454501377
-6.0770767411507105,-4.396590572568979,26.562777638733547
-5.909028124292537,-4.43996577267843,26.121621084789865
-5.7621218891311266,-4.506560053332193,25.687403348745335
-5.6365657055512335,-4.59474909064813,25.26207940939202
-5.532384044060923,-4.7031262927970845,24.8474100099745
